Date,SPY,IWM,EFA,EEM,TLT,IEF,LQD,VNQ,GLD,XLP
2007-01-04,0.0021200444616384794,0.002683435015326824,-0.002860662170700945,-0.013905699339133264,0.006045231087904157,0.003621871164586318,0.0074872054011114976,0.0012955109377261451,-0.010167073004529946,0.0015204674183550764
2007-01-05,-0.008008135713121707,-0.021148633340446133,-0.015120748974950166,-0.029674349796514767,-0.004361974071033386,-0.0032592053605124045,-0.0006537068629584367,-0.018691643798987283,-0.02429939556012064,-0.007242232809946715
2007-01-08,0.004614472548732491,-0.003917407269410831,0.0013840581683738557,0.007231327645673838,0.001791990718808084,0.0007248625274913442,-0.00027920955797096017,0.001450023987624476,0.005138865501529681,0.0015290645004583476
2007-01-09,-0.0008505452898331386,0.009376519124123227,0.0009679992597252998,-0.022589497954178455,0.0,-0.0002416621433738248,0.00018612313919701877,0.012568744472981641,0.006099070055031333,0.0022894631830109266
2007-01-10,0.0033262455255321224,0.007746516200227391,-0.00762899981152783,-0.002305840365101287,-0.004485352202897419,-0.0016925982402424147,-0.0013070760300757543,0.012798581523873554,-0.004281928882199839,0.004182832451449162
2007-01-11,0.0043705285340243935,0.006155100803955931,0.006384602387988565,0.012571042288051972,-0.005862392817966035,-0.0026670363695555565,-0.0030882030355851454,0.012890128507900656,0.0006599722253165242,0.007561236331634231
2007-01-12,0.00756859554438176,0.00954140361042016,0.011280805079788426,0.02012946638614564,-0.004645818021822946,-0.002066048263784041,-0.0010320820199049515,0.0031649947364699683,0.02508270112828025,-0.0015073220805703023
2007-01-16,-0.0019567290508329207,-0.006733084434621896,-0.0012317789071670808,0.0035682010209552276,0.0021553029999595544,0.0019454557111816438,0.0011257304803760735,0.014058362818988502,-0.003222122156554715,0.0007548699992712075
2007-01-17,0.00042012011681901617,-0.004343798530467219,0.0005476548380665971,-0.004193808547676841,-0.0030646287938977273,-0.0019454557111816483,-0.0014070186970155897,-0.0003739836623428209,0.010753625266441386,0.0030099868937122952
2007-01-18,-0.0033626398404935274,-0.008356246023992929,-0.0034284889754177404,-0.010607883742304081,0.0030646287938977308,0.0013376912481810337,0.00290488563169306,-0.0012476583100223303,-0.006084903884278258,-0.0015043376229799098
2007-01-19,0.001963021443399832,0.0038652905290833465,0.01215114992693116,0.017824748782755088,-0.0027242610332237367,-0.0015805939273472365,-0.0005614846725019855,0.009937742283609623,0.011815588337062208,0.0015043376229798152
2007-01-22,-0.003086088576413528,-0.00735719144521648,-0.005033425586810005,-0.001154644524093969,0.0023848194184643,0.0018236388707088267,0.0006555154379350669,-0.008440780948351103,-0.004454330886639369,-0.0011279516612475418
2007-01-23,0.002945669382337852,0.009412903041226134,0.008826293907901815,0.022498275503357503,-0.006598245307291853,-0.002918712448442492,-0.0027176281804864237,0.004726030471826912,0.023790048029069068,0.0018798077409140684
2007-01-24,0.00802121330771921,0.01084975769897513,0.00646792624831269,0.008653186081911358,-0.00011434266268890008,0.000121817779059886,0.0004694745938320393,0.012942987169726096,0.0015556703524108786,0.003747981442896186
2007-01-25,-0.011809630139154467,-0.01264793371773872,-0.016385793204154443,-0.03124012051024785,-0.007216172898603629,-0.003904413853529068,-0.0031935164682632307,0.006105320052094136,-0.0042060078166053835,-0.006380464398056963
2007-01-26,-0.0009143066572282517,0.0037217210720451935,0.0019092427076178458,0.006114124883507853,-0.0008058511536177992,-0.0001229750804575335,-0.0006578717868198887,0.003280671671722183,0.0017156771582206524,-0.0026391323930768716
2007-01-29,-0.0005631483055590643,0.008672101912275493,0.001089949381933774,-0.013340533715863122,-0.0021887114659904744,-0.0007333997149304136,-0.00047067552275216506,0.00327085967208911,-0.006252915722453849,0.002639132393076965
2007-01-30,0.00519588278763564,0.005445561748011132,0.0067834237770696545,0.015370846043586395,0.0011528102077442137,0.0009790322888595848,0.0014112862014041359,0.004946147843022358,0.007031840163978631,-0.0007531228566915886
2007-01-31,0.006700933997201273,0.002145093024591001,0.0037788659386577845,0.007728742917174217,0.008373094035517654,0.0036599385809973736,0.004222555120239552,0.007910626989827474,0.009453779761331271,0.004136302969699685
2007-02-01,0.005964863524088591,0.010654402268704722,0.008316298503850352,0.0121739437349787,-0.0012048188520327133,-0.0007212663306997686,-0.00040434081147355143,0.003932269952404667,0.005997701647027386,0.0037451741598564323
2007-02-02,0.001381781145526905,0.0006232156433211436,-0.0020057138015165546,-0.003029748944263015,0.0012616364285651942,0.0008557396514521121,0.0009407782857460902,0.001781960633709443,-0.014517667198963751,0.0018671630851116335
2007-02-05,0.00027632203560817967,-0.00012436650444251567,-0.00321747912793364,0.0009533941059768994,0.0013762871940142148,0.0010995165087655046,0.0013145126619024154,0.0,0.0004665803047738857,-0.003364095317491282
2007-02-06,0.000276095915646603,0.002489417495995092,0.00775785904033433,0.009825205650822278,0.005481269178261862,0.0028038450723305943,0.0026263483074405796,0.014612851188441004,0.007436182408872659,-0.0014979891704216379
2007-02-07,0.002206176825874932,0.009157551216084138,0.0027944087314744894,-0.0038668466278078076,0.0029572922039116946,0.002190021313905144,0.0014025353726356893,0.020724065813942014,-0.00247262781476593,-0.002252805994569336
2007-02-08,-0.0013087551683878134,-0.001602763802928091,-0.003994074137126446,-0.0053522671183683975,0.0007953086739247428,0.00024308148990516678,0.0011212171420863402,-0.007706649649108741,0.01367673153177363,-0.0018806268754939465
